0.0026178,7.7911,50.844,999.45
0.82405,7.7848,50.844,999.45
1.8043,7.7773,50.844,999.45
2.6153,7.7741,50.844,999.45
2.8317,7.7734,50.844,999.45
4.3797,7.7699,50.844,999.45
5.3554,7.7665,50.844,999.45
6.2487,7.7637,50.844,999.45
7.153,7.7595,50.844,999.45
7.9664,7.7556,50.844,999.45
8.8497,7.7482,50.844,999.45
9.7719,7.734,50.844,999.45
10.744,7.7139,50.844,999.45
11.672,7.6743,50.844,999.45
12.563,7.5967,50.844,999.45
12.832,7.5659,50.844,999.45
13.025,7.5355,50.844,999.45
13.235,7.4973,50.844,999.45
13.432,7.4561,50.844,999.45
13.628,7.4082,50.844,999.45
13.813,7.3566,50.844,999.45
14.015,7.2914,50.844,999.45
14.214,7.2196,50.844,999.45
14.407,7.1419,50.844,999.45
14.591,7.0585,50.844,999.45
14.797,6.9521,50.844,999.45
14.99,6.842,50.844,999.45
15.182,6.7271,50.844,999.45
15.382,6.5733,50.844,999.45
15.573,6.4227,50.844,999.45
15.768,6.252,50.844,999.45
15.962,6.0668,50.844,999.45
16.151,5.8701,50.844,999.45
16.349,5.6443,50.844,999.45
16.54,5.4065,50.844,999.45
16.735,5.1487,50.844,999.45
16.925,4.8789,50.844,999.45
17.12,4.5851,50.844,999.45
17.314,4.2708,50.844,999.45
17.508,3.9458,50.844,999.45
17.687,3.6338,50.844,999.45
17.892,3.2482,50.844,999.45
18.087,2.8703,50.844,999.45
18.281,2.4724,50.844,999.45
18.459,2.0983,50.844,999.45
18.668,1.6424,50.844,999.45
18.859,1.2105,50.844,999.45
19.051,0.76492,50.844,999.45
19.236,0.29524,50.844,999.45
19.358,0.019079,50.844,999.45
19.366,-0.0010139,50.844,999.45
19.366,-0.0011419,50.844,999.45
19.366,-0.00065036,50.844,999.45
19.365,-0.0007603,50.844,999.45
19.365,-0.0009078,50.844,999.45
19.365,-0.0016238,50.844,999.45
0.0016775,7.8192,56.362,999.78
0.78306,7.8114,56.362,999.78
1.6632,7.8028,56.362,999.78
2.5465,7.7928,56.362,999.78
3.4354,7.7884,56.362,999.78
4.3774,7.7842,56.362,999.78
5.194,7.7801,56.362,999.78
6.0756,7.7787,56.362,999.78
6.9421,7.7726,56.362,999.78
7.8315,7.7679,56.362,999.78
8.709,7.7595,56.362,999.78
9.5803,7.7467,56.362,999.78
10.39,7.7254,56.362,999.78
11.329,7.6823,56.362,999.78
12.212,7.6008,56.362,999.78
12.475,7.5626,56.362,999.78
12.646,7.5368,56.362,999.78
12.868,7.4949,56.362,999.78
13.066,7.4533,56.362,999.78
13.261,7.4054,56.362,999.78
13.449,7.3525,56.362,999.78
13.649,7.2862,56.362,999.78
13.844,7.216,56.362,999.78
14.036,7.1355,56.362,999.78
14.211,7.0539,56.362,999.78
14.425,6.9418,56.362,999.78
14.618,6.8277,56.362,999.78
14.813,6.6998,56.362,999.78
14.988,6.5705,56.362,999.78
15.197,6.4039,56.362,999.78
15.394,6.2291,56.362,999.78
15.583,6.0443,56.362,999.78
15.763,5.8532,56.362,999.78
15.969,5.6186,56.362,999.78
16.162,5.3802,56.362,999.78
16.361,5.1239,56.362,999.78
16.544,4.8559,56.362,999.78
16.738,4.5614,56.362,999.78
16.934,4.2451,56.362,999.78
17.08,4.005,56.362,999.78
17.32,3.5806,56.362,999.78
17.509,3.2314,56.362,999.78
17.689,2.8829,56.362,999.78
17.897,2.4652,56.362,999.78
18.09,2.0616,56.362,999.78
18.281,1.6469,56.362,999.78
18.464,1.2358,56.362,999.78
18.665,0.77383,56.362,999.78
18.848,0.33981,56.362,999.78
18.978,0.023598,56.362,999.78
18.987,-0.00041494,56.362,999.78
18.987,-0.0006258,56.362,999.78
18.986,-0.0012478,56.362,999.78
18.986,-0.0015872,56.362,999.78
18.985,-0.0015918,56.362,999.78
18.985,-0.0016178,56.362,999.78
0.0022928,7.848,62.419,999.89
0.77314,7.8298,62.419,999.89
1.6638,7.8204,62.419,999.89
2.4993,7.8083,62.419,999.89
