3.3222,7.8014,62.419,999.89
4.1978,7.793,62.419,999.89
5.0474,7.7844,62.419,999.89
5.915,7.7765,62.419,999.89
6.7536,7.7662,62.419,999.89
7.6197,7.7568,62.419,999.89
8.4785,7.751,62.419,999.89
9.3421,7.7324,62.419,999.89
10.101,7.7073,62.419,999.89
11.026,7.6535,62.419,999.89
11.881,7.5562,62.419,999.89
12.142,7.5162,62.419,999.89
12.337,7.4781,62.419,999.89
12.531,7.4336,62.419,999.89
12.725,7.3846,62.419,999.89
12.919,7.3316,62.419,999.89
13.108,7.2696,62.419,999.89
13.3,7.1985,62.419,999.89
13.491,7.1222,62.419,999.89
13.662,7.0447,62.419,999.89
13.876,6.9355,62.419,999.89
14.064,6.828,62.419,999.89
14.257,6.7049,62.419,999.89
14.449,6.5708,62.419,999.89
14.637,6.4254,62.419,999.89
14.828,6.2652,62.419,999.89
14.999,6.1061,62.419,999.89
15.209,5.8968,62.419,999.89
15.41,5.6891,62.419,999.89
15.587,5.4688,62.419,999.89
15.775,5.2325,62.419,999.89
15.969,4.9741,62.419,999.89
16.152,4.7071,62.419,999.89
16.348,4.4089,62.419,999.89
16.539,4.0839,62.419,999.89
16.727,3.7823,62.419,999.89
16.921,3.4446,62.419,999.89
17.11,3.0894,62.419,999.89
17.282,2.7571,62.419,999.89
17.487,2.3488,62.419,999.89
17.68,1.9484,62.419,999.89
17.868,1.5443,62.419,999.89
18.057,1.1249,62.419,999.89
18.245,0.68968,62.419,999.89
18.426,0.27224,62.419,999.89
18.533,0.0093745,62.419,999.89
18.537,-0.0021197,62.419,999.89
18.537,-0.0026521,62.419,999.89
18.536,-0.0027902,62.419,999.89
18.535,-0.0021886,62.419,999.89
18.534,-0.0019034,62.419,999.89
18.534,-0.0021802,62.419,999.89
0.0020384,7.7779,47.711,999.6
0.81317,7.7673,47.711,999.6
1.7631,7.7587,47.711,999.6
2.6859,7.7553,47.711,999.6
3.6347,7.7519,47.711,999.6
4.5447,7.7484,47.711,999.6
5.4689,7.7453,47.711,999.6
6.4103,7.7407,47.711,999.6
7.2169,7.7355,47.711,999.6
8.257,7.7275,47.711,999.6
9.1822,7.7176,47.711,999.6
10.097,7.7059,47.711,999.6
10.932,7.6883,47.711,999.6
11.946,7.6505,47.711,999.6
12.862,7.5764,47.711,999.6
13.141,7.5443,47.711,999.6
13.339,7.5146,47.711,999.6
13.537,7.4803,47.711,999.6
13.734,7.44,47.711,999.6
13.93,7.3948,47.711,999.6
14.108,7.3478,47.711,999.6
14.32,7.2832,47.711,999.6
14.525,7.2151,47.711,999.6
14.71,7.1382,47.711,999.6
14.904,7.0473,47.711,999.6
15.099,6.9511,47.711,999.6
15.292,6.8398,47.711,999.6
15.468,6.7291,47.711,999.6
15.684,6.5764,47.711,999.6
15.874,6.4228,47.711,999.6
16.067,6.2533,47.711,999.6
16.257,6.0708,47.711,999.6
16.455,5.862,47.711,999.6
16.651,5.6385,47.711,999.6
16.842,5.4004,47.711,999.6
17.036,5.1448,47.711,999.6
17.229,4.8731,47.711,999.6
17.419,4.5822,47.711,999.6
17.598,4.2953,47.711,999.6
17.809,3.9381,47.711,999.6
18.003,3.592,47.711,999.6
18.196,3.2308,47.711,999.6
18.384,2.8591,47.711,999.6
18.581,2.46,47.711,999.6
18.777,2.0469,47.711,999.6
18.968,1.6255,47.711,999.6
19.153,1.2059,47.711,999.6
19.354,0.73565,47.711,999.6
19.535,0.29935,47.711,999.6
19.647,0.024498,47.711,999.6
19.657,-0.002819,47.711,999.6
19.656,-0.0027149,47.711,999.6
19.656,-0.0025868,47.711,999.6
19.655,-0.0028572,47.711,999.6
19.654,-0.0028274,47.711,999.6
19.653,-0.0029803,47.711,999.6
