17.711,3.2358,49.425,855.1
17.895,2.9245,49.425,855.1
18.068,2.6222,49.425,855.1
18.266,2.2496,49.425,855.1
18.453,1.8871,49.425,855.1
18.639,1.5103,49.425,855.1
18.822,1.1233,49.425,855.1
19.01,0.69782,49.425,855.1
19.188,0.31333,49.425,855.1
19.313,0.023022,49.425,855.1
19.323,-0.0017917,49.425,855.1
19.323,-0.0021125,49.425,855.1
19.322,-0.002146,49.425,855.1
19.322,-0.0021982,49.425,855.1
19.321,-0.0028278,49.425,855.1
19.321,-0.0018514,49.425,855.1
0.0030745,7.168,49.111,920.46
0.83212,7.1615,49.111,920.46
1.7593,7.1566,49.111,920.46
2.6904,7.153,49.111,920.46
3.517,7.1497,49.111,920.46
4.5263,7.1459,49.111,920.46
5.4447,7.1456,49.111,920.46
6.381,7.1389,49.111,920.46
7.2018,7.1343,49.111,920.46
8.2248,7.1291,49.111,920.46
9.1491,7.1185,49.111,920.46
10.07,7.1068,49.111,920.46
10.966,7.0902,49.111,920.46
11.924,7.0559,49.111,920.46
12.829,6.9847,49.111,920.46
13.105,6.9548,49.111,920.46
13.312,6.9279,49.111,920.46
13.488,6.8973,49.111,920.46
13.679,6.8582,49.111,920.46
13.87,6.8207,49.111,920.46
14.039,6.7791,49.111,920.46
14.252,6.7205,49.111,920.46
14.441,6.6605,49.111,920.46
14.626,6.5931,49.111,920.46
14.802,6.5185,49.111,920.46
15.006,6.4238,49.111,920.46
15.195,6.3229,49.111,920.46
15.383,6.2143,49.111,920.46
15.571,6.0906,49.111,920.46
15.764,5.9525,49.111,920.46
15.947,5.8036,49.111,920.46
16.136,5.634,49.111,920.46
16.317,5.4573,49.111,920.46
16.512,5.251,49.111,920.46
16.699,5.0344,49.111,920.46
16.868,4.8262,49.111,920.46
17.072,4.5558,49.111,920.46
17.259,4.2915,49.111,920.46
17.448,4.0023,49.111,920.46
17.642,3.6998,49.111,920.46
17.823,3.3833,49.111,920.46
18.01,3.0482,49.111,920.46
18.199,2.6999,49.111,920.46
18.387,2.3291,49.111,920.46
18.571,1.9548,49.111,920.46
18.762,1.5528,49.111,920.46
18.947,1.1455,49.111,920.46
19.118,0.75422,49.111,920.46
19.309,0.31268,49.111,920.46
19.432,0.019485,49.111,920.46
19.44,-0.0018616,49.111,920.46
19.44,-0.0024408,49.111,920.46
19.439,-0.0027411,49.111,920.46
19.439,-0.0020789,49.111,920.46
19.439,-0.0023939,49.111,920.46
19.438,-0.0029145,49.111,920.46
